"id","studentId","taskLibraryId","correct","mistakes","totalAnswers","answerRate","date"
31369,6535,271,"40.00",0,40,"22.5","2026-02-04"
31370,8302,250,"18.00",2,20,"3.4","2026-02-04"
31371,7725,188,"20.00",0,20,"2.4","2026-02-04"
31372,5567,26,"1.00",0,1,"0.9","2026-02-04"
31373,7727,183,"20.00",0,20,"4.1","2026-02-04"
31374,5346,188,"40.00",0,40,"3.9","2026-02-04"
31375,3783,406,"5.00",0,5,"1.8","2026-02-04"
31376,1891,198,"78.00",6,83,"16.6","2026-02-04"
31377,5357,9,"11.25",3,12,"1.4","2026-02-04"
31378,6118,19,"10.00",0,10,"1","2026-02-04"
31379,3783,318,"5.00",0,5,"2.7","2026-02-04"
31380,1724,289,"82.00",2,84,"17.3","2026-02-04"
31381,5567,28,"9.00",0,9,"1.5","2026-02-04"
31382,8483,182,"39.00",1,40,"6.1","2026-02-04"
31383,7725,194,"10.00",0,10,"2.1","2026-02-04"
31384,4236,16,"2.75",3,3,"0.6","2026-02-04"
31385,7422,163,"10.00",0,10,"1.6","2026-02-04"
31386,6669,659,"19.00",1,20,"3.9","2026-02-04"
31387,6118,309,"3.00",0,3,"13.8","2026-02-04"
31388,1976,11,"29.00",1,30,"6.4","2026-02-04"
31389,3789,523,"50.00",16,56,"11.5","2026-02-04"
31390,3789,348,"40.00",0,40,"28.6","2026-02-04"
31391,5659,256,"7.00",1,8,"5.1","2026-02-04"
31392,4948,298,"95.00",5,100,"7.5","2026-02-04"
31393,5659,198,"2.00",0,2,"20","2026-02-04"
31394,6118,209,"20.00",0,20,"31.6","2026-02-04"
31395,5671,621,"51.00",44,73,"3.3","2026-02-04"
31396,5659,271,"21.00",0,21,"36.5","2026-02-04"
31397,8447,256,"50.00",0,50,"5.3","2026-02-04"
31398,5659,528,"0.00",1,1,"15","2026-02-04"
31399,4153,16,"3.25",7,5,"1","2026-02-04"
31400,5735,188,"97.00",3,100,"12.5","2026-02-04"
31401,4328,321,"38.00",2,40,"2","2026-02-04"
31402,5794,36,"0.75",6,2,"0.2","2026-02-04"
31403,1976,32,"28.00",2,30,"5","2026-02-04"
31404,7338,573,"36.00",6,40,"7.4","2026-02-04"
31405,5794,27,"6.00",0,6,"4.7","2026-02-04"
31406,6142,521,"79.00",1,80,"3.3","2026-02-04"
31407,7874,316,"19.00",1,20,"1.4","2026-02-04"
31408,5653,183,"40.00",0,40,"28.6","2026-02-04"
31409,4691,360,"54.00",0,54,"20.5","2026-02-04"
31410,5570,241,"17.00",4,20,"1.2","2026-02-04"
31411,1724,398,"18.00",3,20,"2.6","2026-02-04"
31412,8491,237,"44.00",1,45,"7.3","2026-02-04"
31413,5567,37,"1.00",0,1,"1.5","2026-02-04"
31414,8297,661,"18.00",2,20,"6.5","2026-02-04"
31415,3709,282,"19.00",2,20,"5.1","2026-02-04"
31416,8492,183,"19.00",1,20,"2.4","2026-02-04"
31417,8495,278,"19.00",1,20,"5","2026-02-04"
31418,5567,36,"2.00",0,2,"1.8","2026-02-04"
31419,5716,89,"18.00",3,20,"4","2026-02-04"
31420,8294,384,"30.00",0,30,"18.8","2026-02-04"
31421,5735,288,"64.00",2,66,"3.6","2026-02-04"
31422,2317,73,"3.25",7,5,"0.6","2026-02-04"
31423,3783,329,"46.00",13,54,"2.4","2026-02-04"
31424,3792,258,"35.00",0,35,"16.4","2026-02-04"
31425,3709,103,"13.00",2,15,"2.6","2026-02-04"
31426,8204,12,"26.00",1,27,"5.7","2026-02-04"
31427,7236,208,"50.00",0,50,"40","2026-02-04"
31428,5653,255,"100.00",0,100,"8.4","2026-02-04"
31429,8499,182,"20.00",0,20,"2.5","2026-02-04"
31430,8297,452,"28.00",5,30,"2.7","2026-02-04"
31431,2317,495,"7.00",3,10,"2","2026-02-04"
31432,7874,315,"19.00",1,20,"1.1","2026-02-04"
31433,8160,473,"20.00",0,20,"3.1","2026-02-04"
31434,8204,189,"22.00",3,25,"3.1","2026-02-04"
31435,5570,54,"12.00",6,15,"1.5","2026-02-04"
31436,6812,246,"117.00",48,137,"1.6","2026-02-04"
31437,2317,398,"13.00",2,14,"2.8","2026-02-04"
31438,8495,509,"15.00",6,20,"1.3","2026-02-04"
31439,5735,11,"29.00",1,30,"17.8","2026-02-04"
31440,8492,199,"20.00",0,20,"1.1","2026-02-04"
31441,5671,428,"20.00",0,20,"0.8","2026-02-04"
31442,8160,200,"19.00",1,20,"2.7","2026-02-04"
31443,8263,198,"30.00",0,30,"4.1","2026-02-04"
31444,7690,264,"19.00",1,20,"1","2026-02-04"
31445,4729,28,"9.50",2,10,"2","2026-02-04"
31446,8497,375,"244.00",1,245,"18","2026-02-04"
31447,8160,422,"20.00",0,20,"3.4","2026-02-04"
31448,837,32,"29.00",1,30,"18.7","2026-02-04"
31449,8492,190,"19.00",1,20,"1.6","2026-02-04"
31450,5573,241,"16.00",5,20,"0.6","2026-02-04"
31451,8513,183,"37.00",7,40,"8.5","2026-02-04"
31452,2317,782,"86.00",19,102,"6.8","2026-02-04"
31453,4940,598,"18.00",2,20,"0.6","2026-02-04"
31454,7632,183,"15.00",0,15,"16.4","2026-02-04"
31455,4729,101,"18.00",2,20,"4.5","2026-02-04"
31456,8519,183,"59.00",1,60,"25.2","2026-02-04"
31457,3656,9,"0.50",2,1,"0.5","2026-02-04"
31458,8521,225,"20.00",0,20,"26.7","2026-02-04"
31459,8519,314,"30.00",0,30,"18.7","2026-02-04"
31460,8513,280,"38.00",5,40,"5.3","2026-02-04"
31461,837,37,"1.00",0,1,"0.9","2026-02-04"
31462,4729,290,"26.00",4,30,"5","2026-02-04"
31463,8492,280,"17.00",4,20,"1.7","2026-02-04"
31464,8519,182,"18.00",2,20,"7.6","2026-02-04"
31465,3788,406,"5.00",0,5,"2.3","2026-02-04"
31466,8519,207,"20.00",0,20,"26.7","2026-02-04"
31467,3788,318,"5.00",0,5,"3.1","2026-02-04"
31468,4940,708,"9.00",1,10,"0.6","2026-02-04"
31469,7632,36,"7.75",1,8,"0.9","2026-02-04"
31470,1918,198,"46.00",2,48,"9.6","2026-02-04"
31471,3778,329,"48.00",9,54,"4.6","2026-02-04"
31472,3778,15,"1.00",0,1,"0.6","2026-02-04"
31473,7632,89,"29.00",2,31,"4.3","2026-02-04"
31474,2813,225,"36.00",4,40,"2.2","2026-02-04"
31475,5659,428,"18.00",2,20,"2.1","2026-02-04"
31476,7716,24,"28.00",4,32,"3.5","2026-02-04"
31477,6361,318,"14.00",1,15,"0.9","2026-02-04"
31478,6922,280,"20.00",0,20,"4.6","2026-02-04"
31479,8448,225,"10.00",0,10,"2.9","2026-02-04"
31480,3784,15,"1.00",0,1,"1.6","2026-02-04"
31481,6083,349,"20.00",0,20,"19.7","2026-02-04"
31482,6083,422,"19.00",1,20,"6.3","2026-02-04"
31483,6083,254,"20.00",0,20,"20","2026-02-04"
31484,6816,256,"129.00",2,131,"3","2026-02-04"
31485,3784,329,"51.00",3,54,"12.8","2026-02-04"
31486,3784,298,"5.00",0,5,"6.5","2026-02-04"
31487,6083,282,"22.00",1,23,"15","2026-02-04"
31488,3784,326,"5.00",0,5,"6","2026-02-04"
31489,6083,335,"53.00",0,53,"15.4","2026-02-04"
31490,3784,406,"5.00",0,5,"1.4","2026-02-04"
31491,6083,183,"20.00",0,20,"35.3","2026-02-04"
31492,3784,318,"5.00",0,5,"3.4","2026-02-04"
31493,6874,195,"80.00",1,81,"8.1","2026-02-04"
31494,8550,183,"80.00",0,80,"32.8","2026-02-04"
31495,3154,9,"9.75",9,12,"1.2","2026-02-04"
31496,2219,368,"19.00",1,20,"2.8","2026-02-04"
31497,2261,446,"26.00",5,30,"3.6","2026-02-04"
31498,2261,37,"3.00",0,3,"0.9","2026-02-04"
31499,2261,295,"53.00",0,53,"14.9","2026-02-04"
31500,8575,227,"40.00",0,40,"16.3","2026-02-05"
31501,8575,199,"40.00",0,40,"22.6","2026-02-05"
31502,8575,307,"39.00",2,40,"21.8","2026-02-05"
31503,7468,256,"102.00",3,105,"4.5","2026-02-05"
31504,7468,208,"603.00",6,609,"21.1","2026-02-05"
31505,8095,309,"19.00",1,20,"9.4","2026-02-05"
31506,8586,183,"20.00",0,20,"30.8","2026-02-05"
31507,844,273,"867.00",5,872,"17.6","2026-02-05"
31508,8269,183,"19.00",1,20,"18.5","2026-02-05"
31509,4733,298,"17.00",3,20,"4.4","2026-02-05"
31510,7241,283,"59.00",1,60,"15.3","2026-02-05"
31511,7273,65,"446.00",15,460,"22.4","2026-02-05"
31512,6868,218,"216.00",4,220,"18.7","2026-02-05"
31513,7245,366,"266.00",15,280,"18.6","2026-02-05"
31514,8602,183,"20.00",0,20,"7.5","2026-02-05"
31515,4013,486,"9.00",1,10,"3","2026-02-05"
31516,3431,486,"17.00",10,20,"1.8","2026-02-05"
31517,4013,16,"5.75",5,7,"1.4","2026-02-05"
31518,4148,16,"1.75",9,3,"0.6","2026-02-05"
31519,4239,793,"56.00",3,59,"8.6","2026-02-05"
31520,4013,256,"78.00",2,80,"4.9","2026-02-05"
31521,5660,367,"20.00",0,20,"36.4","2026-02-05"
31522,4158,16,"2.50",2,3,"0.6","2026-02-05"
31523,5654,621,"68.00",5,73,"6.2","2026-02-05"
31524,4148,256,"2.00",0,2,"8.6","2026-02-05"
31525,5660,293,"107.00",16,116,"14.2","2026-02-05"
31526,997,66,"0.00",49,5,"3.3","2026-02-05"
31527,5458,12,"64.00",10,73,"2.1","2026-02-05"
31528,5659,621,"116.00",36,146,"6.7","2026-02-05"
31529,6291,92,"5.00",0,5,"2.6","2026-02-05"
31530,1003,28,"4.00",4,5,"1.6","2026-02-05"
31531,6291,163,"3.00",2,5,"2.3","2026-02-05"
31532,4428,189,"20.00",0,20,"2.7","2026-02-05"
31533,2834,112,"15.00",0,15,"4.3","2026-02-05"
31534,2834,183,"20.00",0,20,"25.5","2026-02-05"
31535,8624,271,"20.00",0,20,"8.2","2026-02-05"
31536,4948,264,"19.00",1,20,"3","2026-02-05"
31537,7203,61,"5.00",0,5,"0.5","2026-02-05"
31538,5458,577,"58.00",16,70,"2.6","2026-02-05"
31539,4890,208,"79.00",1,80,"16.2","2026-02-05"
31540,7918,28,"50.00",8,52,"2.4","2026-02-05"
31541,6381,73,"1.75",5,3,"0.7","2026-02-05"
31542,6568,73,"0.75",9,3,"0.6","2026-02-05"
31543,6437,73,"0.50",13,3,"0.6","2026-02-05"
31544,5458,195,"18.00",2,20,"5.7","2026-02-05"
31545,5596,185,"18.00",2,20,"9.4","2026-02-05"
31546,6359,73,"2.75",1,3,"0.8","2026-02-05"
31547,6378,73,"2.75",1,3,"0.4","2026-02-05"
31548,7056,73,"2.25",3,3,"0.4","2026-02-05"
31549,5721,185,"20.00",0,20,"7.1","2026-02-05"
31550,6396,73,"0.75",12,3,"0.7","2026-02-05"
31551,5737,193,"17.00",5,20,"4.4","2026-02-05"
31552,6435,73,"0.50",21,3,"0.7","2026-02-05"
31553,6385,73,"2.25",3,3,"0.7","2026-02-05"
31554,5596,193,"20.00",0,20,"6.2","2026-02-05"
31555,5721,193,"20.00",0,20,"5","2026-02-05"
31556,5596,89,"20.00",0,20,"8","2026-02-05"
31557,6370,73,"1.50",9,3,"0.7","2026-02-05"
31558,6385,619,"29.00",5,33,"5.4","2026-02-05"
31559,4844,183,"37.00",4,40,"1.6","2026-02-05"
31560,6437,619,"42.00",62,64,"3.7","2026-02-05"
31561,6381,619,"13.00",49,33,"3.6","2026-02-05"
31562,6359,619,"28.00",9,33,"3.6","2026-02-05"
31563,5596,197,"5.00",0,5,"1.3","2026-02-05"
31564,5737,197,"3.25",7,5,"1.4","2026-02-05"
31565,5721,197,"2.50",13,5,"0.8","2026-02-05"
31566,2163,189,"18.00",2,20,"4.1","2026-02-05"
31567,1684,189,"19.00",1,20,"6.6","2026-02-05"
31568,1404,189,"20.00",0,20,"5.1","2026-02-05"
31569,1436,189,"19.00",1,20,"3.8","2026-02-05"
31570,1435,189,"20.00",0,20,"8.8","2026-02-05"
31571,1404,183,"19.00",1,20,"12.5","2026-02-05"
31572,5737,89,"16.00",8,20,"3.1","2026-02-05"
31573,1417,189,"18.00",2,20,"4","2026-02-05"
31574,8642,188,"20.00",0,20,"19.4","2026-02-05"
31575,6396,619,"46.00",38,66,"1.8","2026-02-05"
31576,5596,11,"57.00",3,60,"4.7","2026-02-05"
31577,6435,619,"14.00",47,33,"1.7","2026-02-05"
31578,6568,619,"50.00",32,66,"1.5","2026-02-05"
31579,5721,89,"14.00",15,20,"1.7","2026-02-05"
31580,5231,256,"265.00",4,269,"1.6","2026-02-05"
31581,6437,183,"39.00",1,40,"30.5","2026-02-05"
31582,5731,28,"5.00",0,5,"2.1","2026-02-05"
31583,5735,11,"30.00",0,30,"17.6","2026-02-05"
31584,6437,209,"20.00",0,20,"40","2026-02-05"
31585,5728,185,"20.00",0,20,"7.9","2026-02-05"
31586,5719,28,"4.25",3,5,"1.7","2026-02-05"
31587,5737,190,"38.00",2,40,"5.3","2026-02-05"
31588,5738,185,"20.00",0,20,"15.2","2026-02-05"
31589,5732,188,"96.00",4,100,"10.2","2026-02-05"
31590,5729,248,"39.00",1,40,"9.9","2026-02-05"
31591,6437,188,"20.00",0,20,"31.6","2026-02-05"
31592,7056,619,"52.00",20,66,"1.3","2026-02-05"
31593,5734,197,"3.50",6,5,"2.2","2026-02-05"
31594,5735,188,"153.00",9,162,"16.7","2026-02-05"
31595,5738,193,"18.00",2,20,"7.3","2026-02-05"
31596,5734,188,"19.00",1,20,"15.4","2026-02-05"
31597,5595,192,"39.00",1,40,"6.6","2026-02-05"
31598,5596,32,"28.00",2,30,"4.3","2026-02-05"
31599,5719,191,"19.00",1,20,"7.1","2026-02-05"
31600,5601,11,"28.00",3,30,"5.4","2026-02-05"
31601,5720,192,"50.00",0,50,"11.7","2026-02-05"
31602,5733,183,"40.00",0,40,"7.6","2026-02-05"
31603,5716,188,"40.00",0,40,"11.9","2026-02-05"
31604,5739,183,"4.00",1,5,"7.1","2026-02-05"
31605,6378,619,"21.00",23,33,"1.3","2026-02-05"
31606,5728,89,"19.00",1,20,"4.4","2026-02-05"
31607,5718,28,"14.00",4,15,"1.4","2026-02-05"
31608,5731,209,"60.00",0,60,"27.3","2026-02-05"
31609,5737,183,"101.00",1,102,"17.3","2026-02-05"
31610,5595,209,"20.00",0,20,"18.5","2026-02-05"
31611,5719,183,"44.00",1,45,"10.3","2026-02-05"
31612,5729,209,"197.00",3,200,"35.4","2026-02-05"
31613,5735,258,"54.00",5,59,"5.4","2026-02-05"
31614,5607,28,"4.25",3,5,"1.4","2026-02-05"
31615,5733,195,"20.00",0,20,"7","2026-02-05"
31616,5740,209,"199.00",1,200,"20.1","2026-02-05"
31617,5716,384,"15.00",0,15,"5.8","2026-02-05"
31618,5731,190,"18.00",2,20,"11.3","2026-02-05"
31619,5712,197,"4.25",3,5,"1.4","2026-02-05"
31620,5739,209,"123.00",0,123,"19.3","2026-02-05"
31621,5716,209,"50.00",0,50,"17.2","2026-02-05"
31622,5712,89,"20.00",0,20,"5.4","2026-02-05"
31623,5734,209,"19.00",1,20,"13.2","2026-02-05"
31624,5595,248,"19.00",1,20,"3.6","2026-02-05"
31625,5599,219,"86.00",5,91,"16.4","2026-02-05"
31626,6370,619,"21.00",46,33,"0.9","2026-02-05"
31627,6385,319,"29.00",1,30,"1.4","2026-02-05"
31628,6385,209,"20.00",0,20,"36.4","2026-02-05"
31629,5876,256,"42.00",6,46,"5.1","2026-02-05"
31630,7129,367,"999.00",20,1018,"27.1","2026-02-05"
31631,6385,183,"20.00",0,20,"35.3","2026-02-05"
31632,6381,319,"20.00",14,30,"0.9","2026-02-05"
31633,5876,358,"18.00",0,18,"6","2026-02-05"
31634,5876,368,"27.00",4,28,"4.7","2026-02-05"
31635,6685,658,"15.00",7,20,"9.7","2026-02-05"
31636,5876,317,"59.00",0,59,"19.7","2026-02-05"
31637,5876,490,"24.00",1,24,"8","2026-02-05"
31638,6685,772,"19.00",2,20,"4.9","2026-02-05"
31639,5876,659,"24.00",4,28,"4.7","2026-02-05"
31640,8665,24,"41.00",10,46,"6.6","2026-02-05"
31641,8667,209,"20.00",0,20,"24.5","2026-02-05"
31642,5992,208,"198.00",2,200,"8.6","2026-02-05"
31643,8665,199,"20.00",0,20,"19","2026-02-05"
31644,5876,385,"12.00",0,12,"4","2026-02-05"
31645,5180,281,"63.00",2,65,"8.3","2026-02-05"
31646,4978,298,"25.00",0,25,"3.7","2026-02-05"
31647,5220,213,"198.00",2,200,"38","2026-02-05"
31648,5115,183,"10.00",0,10,"19.4","2026-02-05"
31649,5876,331,"21.00",2,22,"7.3","2026-02-05"
31650,3381,256,"10.00",0,10,"3.9","2026-02-05"
31651,5108,256,"39.00",2,40,"3.5","2026-02-05"
31652,4980,256,"49.00",1,50,"5.2","2026-02-05"
31653,5876,525,"5.00",7,10,"1","2026-02-05"
31654,5287,256,"117.00",4,120,"3","2026-02-05"
31655,7273,367,"512.00",12,522,"34.1","2026-02-05"
31656,6292,487,"0.00",37,2,"0.4","2026-02-05"
31657,5081,73,"3.25",3,4,"0.8","2026-02-05"
31658,6225,73,"4.00",8,6,"0.9","2026-02-05"
31659,5081,360,"16.00",0,16,"19.6","2026-02-05"
31660,6234,9,"2.50",15,6,"0.8","2026-02-05"
31661,4053,231,"349.00",10,359,"45.2","2026-02-05"
31662,6236,9,"3.25",12,6,"0.7","2026-02-05"
31663,6222,24,"22.00",3,23,"6","2026-02-05"
31664,6244,73,"1.25",11,4,"0.5","2026-02-05"
31665,8465,195,"36.00",4,40,"1.9","2026-02-05"
31666,8331,189,"24.00",1,25,"1.5","2026-02-05"
31667,8465,183,"19.00",1,20,"2","2026-02-05"
31668,4848,212,"193.00",1,194,"19.4","2026-02-05"
31669,7761,28,"19.50",6,21,"2.8","2026-02-05"
31670,2220,375,"84.00",0,84,"31.1","2026-02-05"
31671,5491,266,"16.00",0,16,"3.2","2026-02-05"
31672,5782,266,"7.00",2,9,"1.8","2026-02-05"
31673,5779,266,"19.00",2,21,"4.2","2026-02-05"
31674,6264,266,"9.00",3,9,"1.8","2026-02-05"
31675,5796,266,"11.00",1,12,"2.4","2026-02-05"
31676,2237,256,"35.00",0,35,"2.5","2026-02-05"
31677,5983,266,"15.00",4,17,"3.4","2026-02-05"
31678,5862,266,"8.00",4,10,"2","2026-02-05"
31679,4099,266,"9.00",10,14,"1.4","2026-02-05"
31680,5623,266,"4.00",2,4,"0.8","2026-02-05"
31681,3353,266,"122.00",14,132,"9.7","2026-02-05"
31682,5756,252,"32.00",0,32,"6.4","2026-02-05"
31683,5750,266,"15.00",3,16,"3.2","2026-02-05"
31684,5866,266,"0.00",9,1,"0.2","2026-02-05"
31685,2239,182,"199.00",1,200,"16.5","2026-02-05"
31686,8129,28,"4.00",4,5,"0.4","2026-02-05"
31687,2220,256,"92.00",9,101,"3","2026-02-05"
31688,5266,463,"27.00",3,30,"3","2026-02-05"
31689,8129,307,"38.00",2,40,"2.8","2026-02-05"
31690,8702,229,"110.00",3,113,"5.7","2026-02-05"
31691,8540,80,"14.00",1,15,"2.7","2026-02-05"
31692,4719,213,"20.00",0,20,"19.7","2026-02-05"
31693,8331,12,"27.00",0,27,"0.6","2026-02-05"
31694,6992,183,"17.00",3,20,"16.2","2026-02-05"
31695,8129,188,"19.00",1,20,"2.7","2026-02-05"
31696,7268,65,"297.00",3,300,"15.3","2026-02-05"
31697,6984,367,"35.00",6,40,"5","2026-02-05"
31698,6983,183,"19.00",1,20,"25.5","2026-02-05"
31699,6988,14,"10.00",0,10,"2.3","2026-02-05"
31700,8716,183,"20.00",0,20,"19","2026-02-05"
31701,7165,528,"24.00",0,24,"5.7","2026-02-05"
31702,8716,195,"19.00",1,20,"24.5","2026-02-05"
31703,7083,65,"13.00",16,20,"3.3","2026-02-05"
31704,6851,183,"40.00",0,40,"27.3","2026-02-05"
31705,7377,183,"20.00",0,20,"13.3","2026-02-05"
31706,6987,260,"78.00",15,90,"3.5","2026-02-05"
31707,6996,183,"20.00",0,20,"22.2","2026-02-05"
31708,2806,183,"28.00",0,28,"12.9","2026-02-05"
31709,7516,760,"20.00",0,20,"1.3","2026-02-05"
31710,6094,480,"544.00",17,560,"32.8","2026-02-05"
31711,6984,182,"20.00",0,20,"5","2026-02-05"
31712,6997,366,"116.00",4,120,"11.8","2026-02-05"
31713,7275,760,"11.00",12,20,"1.5","2026-02-05"
31714,4475,225,"116.00",4,120,"10.9","2026-02-05"
31715,6997,367,"20.00",0,20,"10.4","2026-02-05"
31716,6984,183,"19.00",1,20,"7","2026-02-05"
31717,6988,19,"8.00",2,10,"1","2026-02-05"
31718,2225,73,"0.00",11,2,"0.2","2026-02-05"
31719,4315,247,"56.00",5,58,"6.3","2026-02-05"
31720,5591,471,"20.00",0,20,"11.1","2026-02-05"
31721,5597,471,"17.00",3,20,"13.2","2026-02-05"
31722,6997,14,"48.00",2,50,"6.3","2026-02-05"
31723,2037,189,"20.00",0,20,"10.7","2026-02-05"
31724,7083,366,"18.00",2,20,"8.7","2026-02-05"
31725,7275,260,"7.00",60,30,"4.6","2026-02-05"
31726,2232,73,"1.00",7,2,"0.5","2026-02-05"
31727,6289,44,"1.00",13,3,"0.3","2026-02-05"
31728,6996,760,"20.00",0,20,"2.1","2026-02-05"
31729,5597,9,"0.00",10,2,"0.5","2026-02-05"
31730,4315,368,"20.00",0,20,"4.2","2026-02-05"
31731,6498,241,"24.00",9,30,"2","2026-02-05"
31732,7516,14,"10.00",0,10,"3","2026-02-05"
31733,5458,502,"39.00",1,40,"4","2026-02-05"
31734,6851,80,"14.00",1,15,"3.9","2026-02-05"
31735,8205,80,"15.00",0,15,"1.8","2026-02-05"
31736,6992,760,"18.00",8,20,"0.8","2026-02-05"
31737,7268,366,"59.00",1,60,"16","2026-02-05"
31738,5591,16,"2.75",1,3,"1.4","2026-02-05"
31739,7273,260,"22.00",14,30,"3.4","2026-02-05"
31740,6996,260,"28.00",4,30,"4.7","2026-02-05"
31741,7165,568,"39.00",3,40,"2.2","2026-02-05"
31742,2225,16,"1.00",2,2,"15.6","2026-02-05"
31743,7315,760,"19.00",1,20,"1.6","2026-02-05"
31744,6992,260,"24.00",7,30,"5.1","2026-02-05"
31745,5425,502,"19.00",1,20,"2.5","2026-02-05"
31746,2225,66,"0.00",8,1,"0.5","2026-02-05"
31747,5458,44,"1.00",0,1,"0.3","2026-02-05"
31748,5941,208,"60.00",1,61,"8.5","2026-02-05"
31749,6390,375,"200.00",0,200,"3.7","2026-02-05"
31750,2225,375,"133.00",1,134,"34.3","2026-02-05"
31751,6341,92,"50.00",0,50,"6.7","2026-02-05"
31752,7129,260,"23.00",14,30,"1.6","2026-02-05"
31753,1652,264,"19.00",3,20,"2","2026-02-05"
31754,5212,368,"19.00",1,20,"1.4","2026-02-05"
31755,1426,189,"19.00",1,20,"4.5","2026-02-05"
31756,5567,44,"2.00",0,2,"1.2","2026-02-05"
31757,8205,73,"1.50",7,3,"0.3","2026-02-05"
31758,5567,36,"2.00",0,2,"1.3","2026-02-05"
31759,6289,502,"17.00",3,20,"1.4","2026-02-05"
31760,5425,12,"25.00",20,35,"2.5","2026-02-05"
31761,5425,44,"0.50",2,1,"1.9","2026-02-05"
31762,5941,209,"20.00",0,20,"20.7","2026-02-05"
31763,1434,189,"19.00",1,20,"4.9","2026-02-05"
31764,3789,15,"4.00",1,5,"0.3","2026-02-05"
31765,8205,281,"100.00",0,100,"10.9","2026-02-05"
31766,1652,345,"0.00",1,1,"1.2","2026-02-05"
31767,7624,236,"19.00",1,20,"7.8","2026-02-05"
31768,5427,577,"71.00",15,82,"2.6","2026-02-05"
31769,5212,247,"64.00",118,116,"2.7","2026-02-05"
31770,5846,28,"3.50",6,5,"0.8","2026-02-05"
31771,8734,466,"20.00",0,20,"5.8","2026-02-05"
31772,6420,433,"2.00",13,4,"1.1","2026-02-05"
31773,6333,73,"2.50",22,5,"1","2026-02-05"
31774,3439,257,"19.00",2,20,"5.7","2026-02-05"
31775,4901,368,"19.00",1,20,"2.8","2026-02-05"
31776,7335,248,"97.00",4,101,"7.3","2026-02-05"
31777,8734,493,"20.00",0,20,"3.7","2026-02-05"
31778,4006,183,"59.00",1,60,"11.9","2026-02-05"
31779,6983,366,"20.00",0,20,"13","2026-02-05"
31780,6420,195,"20.00",0,20,"11.5","2026-02-05"
31781,6420,200,"8.00",2,10,"4.3","2026-02-05"
31782,3409,256,"62.00",0,62,"3.4","2026-02-05"
31783,6420,37,"16.75",16,20,"1.5","2026-02-05"
31784,3439,213,"60.00",0,60,"12.4","2026-02-05"
31785,2068,189,"20.00",0,20,"4.8","2026-02-05"
31786,4141,16,"3.00",3,5,"0.8","2026-02-05"
31787,4933,345,"0.00",9,1,"0.3","2026-02-05"
31788,4943,345,"0.00",3,1,"0.2","2026-02-05"
31789,4345,368,"20.00",0,20,"4.3","2026-02-05"
31790,6674,255,"40.00",0,40,"4.4","2026-02-05"
31791,8704,183,"20.00",0,20,"2.8","2026-02-05"
31792,4950,345,"0.00",1,1,"0.5","2026-02-05"
31793,6676,358,"10.00",0,10,"1.7","2026-02-05"
31794,4943,264,"20.00",0,20,"2.3","2026-02-05"
31795,4939,345,"1.00",0,1,"1.4","2026-02-05"
31796,6676,553,"18.00",2,20,"1.3","2026-02-05"
31797,6793,37,"1.75",7,3,"1.3","2026-02-05"
31798,4789,247,"14.00",120,55,"6.9","2026-02-05"
31799,5998,345,"0.00",6,1,"0.2","2026-02-05"
31800,4490,264,"18.00",5,20,"2.2","2026-02-05"
31801,4944,264,"20.00",0,20,"2.4","2026-02-05"
31802,4950,264,"20.00",0,20,"2.6","2026-02-05"
31803,4962,345,"2.00",0,2,"0.6","2026-02-05"
31804,4938,264,"17.00",3,20,"2.2","2026-02-05"
31805,6420,197,"5.00",4,6,"2.3","2026-02-05"
31806,4883,368,"20.00",0,20,"1.6","2026-02-05"
31807,4932,264,"17.00",3,20,"1.6","2026-02-05"
31808,8704,280,"16.00",4,20,"2.3","2026-02-05"
31809,4789,368,"20.00",0,20,"6.7","2026-02-05"
31810,4490,345,"0.00",2,1,"0.5","2026-02-05"
31811,4941,264,"19.00",1,20,"1.5","2026-02-05"
31812,4951,264,"18.00",2,20,"1.7","2026-02-05"
31813,4954,264,"18.00",3,20,"1.4","2026-02-05"
31814,837,103,"30.00",0,30,"24.7","2026-02-05"
31815,4935,264,"15.00",7,20,"0.7","2026-02-05"
31816,4938,345,"0.00",11,1,"0.2","2026-02-05"
31817,4936,264,"25.00",5,30,"1.3","2026-02-05"
31818,4998,368,"20.00",0,20,"6","2026-02-05"
31819,4935,345,"0.00",2,1,"0.3","2026-02-05"
31820,4860,191,"20.00",0,20,"2.2","2026-02-05"
31821,4951,345,"0.00",2,1,"0.5","2026-02-05"
31822,6420,339,"0.50",7,2,"1.6","2026-02-05"
31823,4954,345,"0.00",10,1,"0.2","2026-02-05"
31824,855,519,"26.00",3,28,"5.6","2026-02-05"
31825,4932,345,"0.00",8,1,"0.4","2026-02-05"
31826,4941,345,"0.00",1,1,"1","2026-02-05"
31827,6420,82,"1.50",2,2,"2.1","2026-02-05"
31828,4153,256,"35.00",0,35,"4.4","2026-02-05"
31829,855,183,"75.00",3,78,"20.1","2026-02-05"
31830,4936,345,"0.00",5,1,"0.2","2026-02-05"
31831,8269,43,"17.00",5,20,"6.9","2026-02-05"
31832,7196,256,"20.00",0,20,"4.6","2026-02-05"
31833,4945,264,"19.00",1,20,"0.8","2026-02-05"
31834,6793,236,"100.00",0,100,"21.4","2026-02-05"
31835,4944,345,"0.00",3,1,"0.8","2026-02-05"
31836,4808,247,"51.00",9,58,"3.9","2026-02-05"
31837,8704,195,"19.00",1,20,"1.9","2026-02-05"
