"id","taskInfo"
812,"[""math"",""C5"",""C27"",""C37"",""C41"",""C45"",""C47"",[1,1],false,""C79""]"
813,"[""math"",""C4"",""C18"",""C37"",""C42"",""C45"",""C47"",[4,10],false,""C79""]"
814,"[""math"",""C2"",""C12"",""C37"",""C42"",""C43"",""C47"",[1,1],false,""C79""]"
815,"[""math"",""C5"",""C18"",""C37"",""C42"",""C45"",""C47"",[1,1],false,""C79""]"
816,"[""math"",""C3"",""C15"",""C37"",""C41"",""C43"",""C47"",[1,1],false,""C79""]"
817,"[""math"",""C2"",""C14"",""C37"",""C42"",""C44"",""C47"",[1,1],false,""C79""]"
818,"[""lang"",""C83"",""C50"",""C76"",{""C62"":[],""C63"":[],""C64"":[],""C65"":[],""C66"":[""4kl""],""C69"":[],""C70"":[],""C71"":[]},""C73"",1]"
819,"[""lang"",""C83"",""C50"",""C75"",{""C85"":[],""C86"":[],""C87"":[],""C66"":[],""C67"":[],""C61"":[],""C91"":[],""C88"":[],""C89"":[],""C90"":[],""C68"":[]},""C73"",3]"
820,"[""lang"",""C83"",""C50"",""C75"",{""C68"":[],""C91"":[]},""C73"",1]"
821,"[""lang"",""C83"",""C50"",""C75"",{""C91"":[]},""C73"",1]"
822,"[""lang"",""C83"",""C50"",""C75"",{""C68"":[]},""C73"",1]"
823,"[""lang"",""C83"",""C50"",""C76"",{""C62"":[],""C63"":[],""C64"":[],""C65"":[],""C66"":[],""C68"":[],""C69"":[],""C71"":[],""C72"":[],""C92"":[]},""C73"",1]"
824,"[""lang"",""C83"",""C50"",""C76"",{""C62"":[],""C63"":[],""C64"":[],""C65"":[],""C66"":[],""C68"":[],""C69"":[],""C71"":[],""C72"":[],""C92"":[]},""C73"",3]"
825,"[""lang"",""C83"",""C50"",""C76"",{""C62"":[],""C63"":[],""C64"":[],""C65"":[],""C66"":[],""C68"":[],""C69"":[],""C71"":[],""C72"":[],""C92"":[]},""C74"",1]"
826,"[""lang"",""C83"",""C50"",""C75"",{""C61"":[]},""C73"",3]"
827,"[""math"",""C6"",""C18"",""C37"",""C42"",""C45"",""C47"",[1,3],false,""C79""]"
828,"[""lang"",""C83"",""C50"",""C75"",{""C91"":[]},""C73"",3]"
829,"[""lang"",""C83"",""C50"",""C75"",{""C61"":[],""C67"":[],""C68"":[],""C85"":[],""C88"":[],""C89"":[],""C90"":[],""C91"":[]},""C73"",3]"
830,"[""lang"",""C83"",""C50"",""C75"",{""C61"":[],""C66"":[],""C67"":[],""C68"":[],""C85"":[],""C86"":[],""C87"":[],""C88"":[],""C89"":[],""C90"":[],""C91"":[]},""C73"",1]"
831,"[""lang"",""C83"",""C50"",""C75"",{""C68"":[],""C85"":[],""C86"":[],""C87"":[],""C88"":[],""C89"":[],""C90"":[],""C91"":[]},""C73"",1]"
832,"[""lang"",""C83"",""C50"",""C76"",{""C92"":[]},""C74"",1]"
833,"[""lang"",""C83"",""C50"",""C75"",{""C68"":[],""C85"":[],""C86"":[],""C87"":[],""C88"":[],""C89"":[],""C90"":[],""C91"":[]},""C73"",3]"
834,"[""lang"",""C83"",""C50"",""C76"",{""C62"":[],""C63"":[],""C65"":[],""C92"":[],""C66"":[],""C64"":[],""C71"":[],""C68"":[],""C72"":[],""C69"":[]},""C73"",1]"
835,"[""lang"",""C83"",""C50"",""C76"",{""C62"":[],""C63"":[],""C65"":[],""C92"":[],""C66"":[],""C64"":[],""C71"":[],""C68"":[],""C72"":[],""C69"":[]},""C74"",1]"
836,"[""lang"",""C83"",""C50"",""C76"",{""C62"":[],""C63"":[],""C65"":[],""C92"":[],""C68"":[],""C69"":[]},""C73"",1]"
837,"[""lang"",""C83"",""C50"",""C76"",{""C65"":[],""C66"":[],""C68"":[],""C69"":[],""C71"":[],""C72"":[],""C92"":[]},""C73"",3]"
838,"[""lang"",""C83"",""C50"",""C75"",{""C85"":[],""C67"":[],""C61"":[],""C91"":[],""C88"":[],""C89"":[],""C90"":[],""C68"":[]},""C73"",3]"
839,"[""lang"",""C83"",""C50"",""C76"",{""C66"":[]},""C73"",1]"
840,"[""lang"",""C83"",""C50"",""C75"",{""C61"":[],""C91"":[],""C89"":[],""C90"":[],""C68"":[]},""C73"",3]"
841,"[""lang"",""C83"",""C50"",""C75"",{""C67"":[],""C61"":[],""C91"":[],""C88"":[],""C89"":[],""C90"":[],""C68"":[]},""C73"",3]"
842,"[""lang"",""C83"",""C50"",""C75"",{""C91"":[],""C68"":[]},""C73"",1]"
843,"[""lang"",""C83"",""C50"",""C76"",{""C69"":[]},""C74"",1]"
844,"[""lang"",""C83"",""C50"",""C75"",{""C68"":[]},""C73"",3]"
845,"[""lang"",""C83"",""C50"",""C76"",{""C63"":[],""C64"":[],""C66"":[]},""C74"",1]"
846,"[""lang"",""C83"",""C50"",""C76"",{""C62"":[],""C63"":[],""C65"":[],""C92"":[],""C66"":[],""C64"":[],""C71"":[],""C68"":[],""C72"":[],""C69"":[]},""C73"",3]"
847,"[""lang"",""C83"",""C50"",""C76"",{""C62"":[],""C63"":[],""C64"":[],""C65"":[],""C66"":[],""C68"":[],""C69"":[],""C71"":[],""C72"":[],""C92"":[]},""C74"",3]"
848,"[""lang"",""C83"",""C50"",""C75"",{""C89"":[]},""C73"",1]"
849,"[""lang"",""C83"",""C50"",""C75"",{""C85"":[],""C86"":[],""C87"":[],""C91"":[],""C88"":[],""C89"":[],""C90"":[],""C68"":[]},""C73"",3]"
850,"[""lang"",""C83"",""C50"",""C76"",{""C62"":[],""C63"":[],""C65"":[],""C92"":[]},""C74"",1]"
851,"[""lang"",""C83"",""C50"",""C76"",{""C64"":[],""C66"":[],""C68"":[],""C69"":[],""C72"":[]},""C74"",1]"
852,"[""math"",""C5"",""C18"",""C37"",""C41"",""C45"",""C47"",[5,7],false,""C79""]"
853,"[""lang"",""C83"",""C50"",""C76"",{""C62"":[],""C63"":[],""C65"":[],""C69"":[],""C92"":[]},""C74"",1]"
854,"[""lang"",""C83"",""C50"",""C76"",{""C69"":[]},""C73"",1]"
855,"[""lang"",""C83"",""C50"",""C76"",{""C68"":[],""C72"":[]},""C73"",3]"
856,"[""lang"",""C83"",""C50"",""C76"",{""C66"":[],""C64"":[],""C71"":[],""C68"":[],""C72"":[],""C69"":[]},""C73"",1]"
857,"[""lang"",""C83"",""C50"",""C76"",{""C64"":[],""C66"":[]},""C73"",1]"
858,"[""lang"",""C83"",""C50"",""C75"",{""C85"":[],""C88"":[],""C89"":[],""C90"":[]},""C73"",1]"
859,"[""math"",""C2"",""C12"",""C38"",""C42"",""C43"",""C47"",[1,1],false,""C79""]"
860,"[""lang"",""C83"",""C50"",""C76"",{""C63"":[]},""C74"",3]"
861,"[""lang"",""C83"",""C50"",""C75"",{""C61"":[],""C88"":[],""C89"":[],""C90"":[]},""C73"",1]"
862,"[""lang"",""C83"",""C50"",""C76"",{""C64"":[],""C66"":[],""C71"":[]},""C74"",1]"
863,"[""math"",""C6"",""C18"",""C37"",""C41"",""C45"",""C47"",[4,10],true,""C79""]"
864,"[""lang"",""C83"",""C50"",""C76"",{""C64"":[],""C66"":[],""C69"":[],""C71"":[]},""C73"",1]"
865,"[""lang"",""C83"",""C50"",""C76"",{""C65"":[],""C71"":[],""C92"":[]},""C73"",1]"
866,"[""lang"",""C83"",""C50"",""C76"",{""C68"":[]},""C73"",1]"
867,"[""lang"",""C83"",""C50"",""C76"",{""C66"":[],""C71"":[]},""C73"",1]"
868,"[""math"",""C6"",""C18"",""C37"",""C42"",""C45"",""C47"",[9,9],false,""C79""]"
869,"[""lang"",""C83"",""C50"",""C75"",{""C88"":[],""C89"":[]},""C73"",3]"
870,"[""lang"",""C83"",""C50"",""C75"",{""C61"":[]},""C73"",1]"
871,"[""lang"",""C83"",""C50"",""C75"",{""C88"":[],""C89"":[],""C90"":[]},""C73"",3]"
872,"[""lang"",""C83"",""C50"",""C75"",{""C85"":[],""C86"":[],""C87"":[],""C66"":[],""C67"":[],""C61"":[],""C91"":[],""C88"":[],""C89"":[],""C90"":[],""C68"":[]},""C73"",1]"
873,"[""lang"",""C83"",""C50"",""C75"",{""C85"":[],""C86"":[],""C87"":[],""C66"":[],""C67"":[],""C91"":[],""C68"":[]},""C73"",3]"
874,"[""math"",""C6"",""C26"",""C37"",""C41"",""C45"",""C47"",[1,1],false,""C79""]"
875,"[""lang"",""C83"",""C50"",""C75"",{""C85"":[],""C86"":[],""C66"":[],""C67"":[],""C61"":[],""C91"":[],""C88"":[],""C89"":[],""C90"":[],""C68"":[]},""C73"",1]"
876,"[""lang"",""C83"",""C50"",""C75"",{""C67"":[],""C91"":[],""C68"":[]},""C73"",1]"
877,"[""lang"",""C83"",""C50"",""C76"",{""C62"":[],""C63"":[],""C65"":[],""C92"":[],""C66"":[],""C64"":[],""C71"":[],""C68"":[],""C72"":[],""C69"":[]},""C74"",3]"
878,"[""lang"",""C83"",""C50"",""C76"",{""C62"":[],""C63"":[],""C65"":[],""C92"":[],""C68"":[],""C72"":[],""C69"":[]},""C73"",1]"
879,"[""lang"",""C83"",""C50"",""C75"",{""C61"":[],""C91"":[]},""C73"",3]"
880,"[""lang"",""C83"",""C50"",""C75"",{""C61"":[],""C66"":[],""C67"":[],""C68"":[],""C85"":[],""C86"":[],""C87"":[],""C88"":[],""C89"":[],""C90"":[],""C91"":[]},""C73"",3]"
881,"[""math"",""C5"",""C21"",""C37"",""C41"",""C45"",""C48"",[1,1],true,""C79""]"
882,"[""lang"",""C83"",""C50"",""C76"",{""C62"":[],""C63"":[],""C64"":[],""C65"":[],""C66"":[],""C71"":[],""C92"":[]},""C74"",1]"
883,"[""math"",""C2"",""C15"",""C38"",""C41"",""C44"",""C48"",[1,1],false,""C79""]"
884,"[""math"",""C5"",""C18"",""C37"",""C42"",""C45"",""C47"",[3,10],false,""C79""]"
885,"[""lang"",""C83"",""C50"",""C76"",{""C63"":[],""C66"":[]},""C74"",1]"
886,"[""lang"",""C83"",""C50"",""C76"",{""C62"":[],""C63"":[],""C64"":[],""C65"":[],""C66"":[],""C71"":[],""C92"":[]},""C73"",1]"
887,"[""lang"",""C83"",""C50"",""C76"",{""C62"":[],""C63"":[],""C65"":[],""C66"":[],""C64"":[],""C71"":[],""C68"":[],""C72"":[],""C69"":[]},""C73"",1]"
888,"[""lang"",""C83"",""C50"",""C76"",{""C62"":[],""C63"":[],""C69"":[]},""C74"",3]"
889,"[""lang"",""C83"",""C50"",""C76"",{""C64"":[],""C66"":[],""C71"":[]},""C73"",3]"
890,"[""lang"",""C83"",""C50"",""C75"",{""C66"":[],""C67"":[],""C61"":[],""C91"":[],""C88"":[],""C89"":[],""C90"":[],""C68"":[]},""C73"",3]"
891,"[""math"",""C5"",""C24"",""C37"",""C41"",""C45"",""C48"",[""1"",""1""],false,""C79""]"
892,"[""lang"",""C83"",""C50"",""C75"",{""C89"":[]},""C73"",3]"
893,"[""lang"",""C83"",""C50"",""C75"",{""C90"":[]},""C73"",3]"
894,"[""math"",""C2"",""C13"",""C38"",""C42"",""C44"",""C47"",[1,1],false,""C79""]"
895,"[""lang"",""C83"",""C50"",""C75"",{""C67"":[],""C61"":[],""C91"":[],""C68"":[]},""C73"",1]"
896,"[""lang"",""C83"",""C50"",""C75"",{""C85"":[],""C86"":[],""C87"":[],""C66"":[],""C67"":[],""C61"":[],""C91"":[],""C68"":[]},""C73"",1]"
897,"[""lang"",""C83"",""C50"",""C76"",{""C66"":[]},""C73"",3]"
898,"[""lang"",""C83"",""C50"",""C75"",{""C66"":[],""C67"":[],""C68"":[],""C85"":[],""C86"":[],""C87"":[],""C88"":[],""C89"":[],""C90"":[],""C91"":[]},""C73"",1]"
899,"[""lang"",""C83"",""C50"",""C75"",{""C68"":[],""C91"":[]},""C73"",3]"
900,"[""lang"",""C83"",""C50"",""C76"",{""C62"":[],""C63"":[],""C65"":[],""C92"":[]},""C73"",1]"
901,"[""lang"",""C83"",""C50"",""C75"",{""C66"":[],""C61"":[]},""C73"",3]"
902,"[""math"",""C6"",""C18"",""C37"",""C42"",""C45"",""C47"",[8,9],false,""C79""]"
903,"[""lang"",""C83"",""C50"",""C75"",{""C66"":[]},""C73"",3]"
904,"[""math"",""C6"",""C18"",""C37"",""C42"",""C45"",""C47"",[5,8],false,""C79""]"
905,"[""lang"",""C83"",""C50"",""C76"",{""C65"":[],""C66"":[],""C92"":[]},""C74"",1]"
906,"[""lang"",""C83"",""C50"",""C76"",{""C62"":[],""C66"":[],""C68"":[]},""C73"",1]"
907,"[""lang"",""C83"",""C50"",""C75"",{""C91"":[],""C88"":[],""C89"":[],""C90"":[]},""C73"",1]"
908,"[""lang"",""C83"",""C50"",""C75"",{""C91"":[],""C88"":[],""C89"":[],""C90"":[]},""C73"",3]"
909,"[""lang"",""C83"",""C50"",""C76"",{""C66"":[],""C64"":[],""C68"":[],""C72"":[],""C69"":[]},""C73"",1]"
910,"[""lang"",""C83"",""C50"",""C75"",{""C88"":[]},""C73"",3]"
911,"[""lang"",""C83"",""C50"",""C75"",{""C85"":[],""C86"":[],""C87"":[],""C66"":[],""C68"":[]},""C73"",3]"
912,"[""lang"",""C83"",""C50"",""C75"",{""C85"":[],""C86"":[],""C87"":[],""C66"":[],""C61"":[],""C88"":[],""C89"":[],""C90"":[]},""C73"",3]"
913,"[""lang"",""C83"",""C50"",""C75"",{""C85"":[],""C86"":[],""C61"":[],""C91"":[]},""C73"",3]"
914,"[""lang"",""C83"",""C50"",""C76"",{""C62"":[],""C63"":[],""C65"":[],""C92"":[],""C66"":[],""C64"":[]},""C73"",1]"
915,"[""lang"",""C49"",""C52"",""C80"",""C82"",""C75"",""C60""]"
916,"[""lang"",""C83"",""C50"",""C75"",{""C85"":[],""C86"":[],""C87"":[],""C66"":[],""C67"":[],""C68"":[]},""C73"",3]"
917,"[""lang"",""C83"",""C50"",""C75"",{""C85"":[],""C86"":[],""C61"":[]},""C73"",3]"
